"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Low income","LIC","GDP (current US$)","NY.GDP.MKTP.CD","22012532645.8363","22798115019.9935","24739514223.6244","29482603207.8597","25452507714.5372","29531733385.4022","32528973622.7329","32953792441.9147","34334120903.5008","38416188128.6198","40062934368.7998","42761632852.3028","41704666586.4171","50845648405.5695","64071990681.5744","80520057170.2472","66984259691.38","74843869631.8374","89699268398.3149","99902438950.4858","108690774183.214","108015249731.558","108902229858.551","102071111182.148","99915522896.3765","104474658112.51","113137366209.333","120016867144.192","129619130192.392","130221648473.577","139193653062.512","141044302855.802","129696285237.058","128098619257.005","118919875139.925","136471199451.404","152564906133.472","158664672761.352","162436009979.973","161860667695.017","178895648884.298","168500044880.372","176500591398.593","193556315777.912","216795965431.135","242141298155.838","280350588530.664","336476578747.432","398214827588.738","428521911722.211","467336085583.779","520969124517.014","578104340870.198","629610060715.547","",
"Liechtenstein","LIE","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","90099360.773871","104889797.836543","124940284.905398","165928854.016146","193980461.926317","246389070.12372","272489354.107335","303493105.419053","436912093.134986","503173087.228041","534699256.772624","511647837.146855","522096760.52682","524023708.331749","502620920.656533","529073612.453579","779357946.9847","1052849231.31947","1161757671.01756","1119983791.43298","1421508901.19317","1484160640.17108","1631176617.19198","1673085622.79346","1948128895.93238","2428524749.69396","2504013003.9401","2298390584.38482","2479698578.66241","2664105901.18863","2483890593.70545","2491800558.77674","2688617884.8748","3070803431.476","3454374260.73671","3658356377.80983","3988775843.87205","4602346923.40322","4929414914.73469","4826167676.3641","","","","","",
"Sri Lanka","LKA","GDP (current US$)","NY.GDP.MKTP.CD","1419629929.41176","1454342131.09244","1458609619.75309","1241387713.61345","1321840726.05042","1698319327.73109","1751470588.23529","1859465020.57613","1801176470.58824","1965546218.48739","2296470588.23529","2369308600.33727","2553936348.40871","2875625000","3574586466.16541","3791298145.50642","3591319857.31272","4104509582.86359","2733183856.50224","3364611432.24149","4024621899.57653","4415844155.84416","4768765016.81884","5167913302.16745","6043474842.76729","5978460972.01767","6405210563.88294","6682167119.56522","6978371581.26375","6987267683.77254","8032551173.24014","9000362581.58086","9703011635.86585","10338679635.7616","11717604208.8223","13029697560.9756","13897738375.2488","15091930835.7349","15794972847.1683","15656342015.855","16330810303.9159","15746224409.8","17102623876.2283","18881765437.2151","20662525941.2986","24405791044.7761","28267410542.5164","32351184234.3157","40715240468.9375","42067974595.4411","49567521669.9098","59178013927.8285","59393056426.3323","67182015335.7602","",
"Lower middle income","LMC","GDP (current US$)","NY.GDP.MKTP.CD","86820784732.3218","92286576273.5172","94674835136.376","105685817738.96","120357953855.996","129167570375.166","114863448266.015","122092368861.986","131138802024.418","146299175501.245","161685050108.917","168405789764.577","182504368224.502","217001411694.983","276105703039.894","299610636152.16","337910549019.315","388699764999.185","433538991744.408","492073444677.85","614511387652.77","650379077835.339","656560498849.203","642817518137.386","634929589768.851","663894107700.739","691178260508.773","760939053511.136","797231027519.973","808754852841.445","866492794757.89","833015788528.328","872400408030.304","874287898619.576","951140752701.106","1067001810558.51","1163990205132.74","1200850256441.46","1075348478158.23","1172279255296.48","1241008170438.75","1253774670832.58","1346973264116.71","1543093949107.7","1769079445538.35","2041691323438.14","2429185158090.35","2999725250640.25","3337116656360.63","3416227063172","4307716111005.04","4833956292352.78","5019905476072.9","5232599779209.11","",
"Low & middle income","LMY","GDP (current US$)","NY.GDP.MKTP.CD","277052522077.655","266653533996.918","278770585948.174","299686777815.258","333454935410.93","368400699110.757","380934732629.878","391162212101.593","413829569804.381","462560103421.807","506200354513.267","545538405895.198","609640593130.813","770950842419.531","985082606916.831","1088669101473.09","1177649466124.88","1324809292037.56","1441877682430.15","1714545065324.04","2003359097533.02","2155040182409.57","2139989302786.08","2096010452684.3","2126258391176.14","2238959983689.6","2338607882836.78","2410741409177.06","2611631903160.66","2772630320839.44","3172443261834.11","3221086052478.95","3427684081350.72","3707389520958.23","4085029956246.33","4609748986754.92","5057966481670.06","5359950070887.02","5304865615369.92","5247218370201.6","5683032378816.86","5698216979110.3","5795949705572.05","6502380397046.37","7655860597182.26","9035893679917.08","10642099838138.2","13118512000864.9","15629169850933.1","15598994872170.5","18897172443583.6","21895336250171.8","23117424390406","24576777371102","",
"Lesotho","LSO","GDP (current US$)","NY.GDP.MKTP.CD","34579308.4138317","35699286.0142797","41859162.8167437","47039059.2188156","51938961.2207756","54878902.4219516","56698866.0226795","59260814.7837043","61444771.1045779","65966680.6663867","68738625.2274954","76482102.9082774","80915831.9240276","121181556.195965","150846210.448859","149560513.860717","147654093.836247","193307267.709292","266559337.626495","290142517.814727","431561376.476631","434188034.188034","326947872.536379","355443856.027287","302989222.531011","247678018.575851","290590809.628009","369351669.941061","429733890.477238","451443169.25306","544583156.185985","608771230.941948","720546984.57223","721608470.789852","755041117.494649","859088528.025144","815946782.034285","859809027.777778","819420074.887398","801538587.445781","771261702.566698","706400237.476854","656752925.851161","969167242.460273","1234215384.85355","1368352564.16255","1428852974.69513","1597499474.0635","1630672199.01279","1708787736.28315","2175692207.16078","2487363974.75462","2328215736.20033","2334989648.03313","",
"Lithuania","LTU","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10506695073.8054","10287023246.234","8562311026.88874","7424597884.34971","6958636949.80629","7904895790.98773","8426600000","10128700000","11254050000","10971375000","11434200000","12159225000","14163949141.8999","18608709856.5781","22659294573.2621","26085307221.8514","30246361656.8291","39325985930.8432","47438363056.4474","37050081723.0274","36709511568.1234","43083067994.0349","42343559195.8302","45931968473.664","",
"Luxembourg","LUX","GDP (current US$)","NY.GDP.MKTP.CD","703925705.942958","704145671.350213","741509480.796284","791140595.772755","903158753.943622","921600736.304026","968440149.470951","974721762.535327","1066447130.82052","1234878980.502","1519040258.16862","1582609657.44944","1981628448.35487","2719572345.27013","3317449357.91218","3254610946.58331","3567483490.07315","3948591333.7085","4916865633.40592","5748868602.09136","6272826044.97172","5266077683.61582","4795757990.46442","4714376725.83826","4624988690.30997","4769597866.7029","6966599241.4665","8670639762.29065","9814025891.38782","10459570434.0704","13315901255.4322","14415689072.6521","16170973400.2509","16594891557.8358","18445827827.3451","21729575807.3344","21630543713.355","19460337843.9332","20340193376.3058","22267745365.4379","21303021927.4","20998210290.8277","23285902503.2938","29095033860.0451","34209333656.1683","37023578570.3626","41779066643.3891","49207986176.4555","54963951911.8142","50141325205.458","52143650382.9908","58956127431.0826","56292381076.328","60130847623.6353","",
"Latvia","LVA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","5715853652.87783","6827011058.96701","7690315589.14665","7447002856.7553","6756418263.69451","4848056772.31365","4467987271.30202","5060854731.05477","5235719778.6716","5585292782.56922","6133234179.75373","6616957681.24198","7288524472.50101","7833068425.39159","8313047743.57121","9314784080.02692","11186452600.7262","13761569544.9926","16041840426.2666","19935046397.2163","28765687041.6504","33669367720.4659","25875781250","24009680459.9868","28480338367.6157","28372577696.5265","30956691627.5877","",
"Macao SAR, China","MAC","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","1021654718.38063","1016585687.26284","1182693473.21523","1222072820.96053","1376075267.86671","1786734514.03852","2087122775.99803","2478807840.95695","2990180515.91709","3464946372.23975","4581185870.73434","5280218134.80932","5868546010.7157","6560672250.97816","6628525682.86805","6674552884.69073","6186475687.55405","5916957024.96919","6101794938.88536","6514271488.1434","7008026414.60895","7926373572.23623","10258324479.1391","11792570015.7933","14568709574.0036","18054684854.2242","20731022857.2408","21313263933.1019","28359706123.0951","36634742798.942","42981497743.9852","51753094764.2472","",
"St. Martin (French part)","MAF","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP (current US$)","NY.GDP.MKTP.CD","2037154689.04441","2025693486.96828","2379611062.83602","2657252509.32124","2798345225.92842","2948325264.30195","2876395613.08171","3046339294.53611","3271415867.99723","3651615453.01848","3956328426.04486","4356633663.36634","5074117544.77482","6242177798.33938","7675408485.51421","8984824182.60333","9584323309.12136","11049896742.3889","13236854105.1672","15912133569.2852","21079357821.4703","17108443052.4138","17091648680.0598","15642990733.0587","14171045911.1288","14294246248.6336","18722705505.0305","20656951246.6474","24633853687.6534","25271642768.7004","28839382990.7526","31014466120.3347","32042164441.3212","30137111517.3675","34085406932.522","37183957845.4333","41383907571.2204","37263566705.1538","40021694630.8991","39734023742.7921","37020609824.9576","37724674865.0801","40416114690.137","49822651701.729","56948015336.0397","59523857868.0203","65637107776.2619","75226318359.375","88882967741.9355","90908402631.2523","90770671431.6696","99211339029.2806","95903690325.5715","103835702813.634","",
"Monaco","MCO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","293073868.023221","327651487.962757","402460333.237637","523552815.119127","563939670.704419","711922994.225545","735339911.935065","811250927.388998","1000535735.38751","1209898293.46372","1378130995.65913","1205166025.51592","1143229071.77943","1092551781.01486","1037314956.25083","1082851076.52158","1515209588.2378","1839095595.25655","2000674667.08261","2010116851.20284","2481316053.85316","2480497547.84881","2737066955.91266","2574439973.17387","2720297738.93904","3130270918.79061","3137848783.08404","2840182191.77105","2934578788.86478","2906009307.6651","2647883820.18625","2671401082.76436","2905973022.1746","3588988600.70294","4110348444.49411","4280072625.97622","4663488363.0977","5974371695.95045","6919241412.09365","5557579883.30092","5350993377.48344","6074506533.22213","","","",
"Moldova","MDA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3592856080.02915","3094567110.11286","2319243406.66602","2371812882.20448","1702314342.68173","1752995321.34191","1695130491.66527","1930071454.73575","1639497206.70391","1170785047.79461","1288420222.94787","1480656884.38462","1661818168.4226","1980901553.51226","2598231467.43671","2988172424.46608","3408454197.89191","4402495921.29332","6054806100.84681","5439422031.39627","5811604051.96737","7016162818.43742","7284686576.2835","7969618965.90078","",
"Madagascar","MDG","GDP (current US$)","NY.GDP.MKTP.CD","673081724.075966","699161943.856733","739286906.851163","759345862.970929","802482182.923768","833563472.161911","900264583.687729","956436931.141842","1031669636.36062","1056391054.53794","1111859569.77066","1199507629.99222","1341590681.586","1653062347.36378","1917508190.04689","2283049233.28581","2181844193.92388","2358930406.42896","2669755115.50372","3463565881.42215","4042139901.36379","3594868208.41664","3526198070.09789","3511573991.89606","2939485471.50097","2857889712.4808","3258288890.58647","2565634382.28729","2442507588.38468","2498059014.77295","3081479800.28735","2653141958.52585","3024459293.88938","3370842210.90955","2977040884.23097","3159901108.51109","3995028428.83824","3545776813.20358","3738704582.03298","3717515282.53319","3877673634.58854","4529575232.98509","4397254714.88337","5474030227.59457","4363934416.53802","5039292946.96233","5515884434.37392","7342923619.71527","9413002737.30578","8550363829.09605","8729936135.74488","9892702357.56691","9919780221.93198","10613494031.3832","",
"Maldives","MDV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","42463576.1589404","44781456.9536424","47935843.7935844","57829787.2340426","109503546.099291","127154929.577465","141902097.902098","141268980.477223","168610478.359909","189535398.230089","215089005.235602","244468292.682927","284853358.561968","322326642.335766","355884383.08887","398988954.970263","450382327.952421","508223603.228547","540096400.169924","589239757.009346","624337143.585387","802442810.457516","828240882.492352","949867661.833266","1075605492.18297","992473987.301945","1303375806.06689","1541978558.62324","1891633531.16451","1984639640.86858","2134104883.7014","2162990126.20789","2113179303.61211","2299843167.3684","",
"Middle East & North Africa (all income levels)","MEA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","32016783582.1187","35661909839.5456","39387154650.8188","46077269313.3103","55990801409.3003","75379717319.0675","138120803938.625","151260385440.081","188283945301.116","217604314693.583","232348757781.698","305571939375.595","396836100459.014","410937777262.661","407934989316.454","410689617072.871","416627694135.509","422746092797.331","431403405856.366","401724524935.996","398225377601.923","411241203697.931","538047365643.405","538928236017.794","586135479947.87","590098173754.612","613531294639.433","698161920516.074","787489276168.452","818114917299.499","796317218970.734","846525477858.309","948161355351.318","946913333767.694","947456748476.099","1061036189376","1237176685343.82","1484342423639.98","1739775780098.63","2056646726744.86","2595218073923.77","2310150688528.33","2689019519330.81","3209069139883.35","3440297408791.16","3442350270405.93","",
"Mexico","MEX","GDP (current US$)","NY.GDP.MKTP.CD","13056164925.448","14153954349.0897","15221053213.1887","16936337667.6289","20070134740.9317","21829715343.8799","24337233447.211","26556372081.1913","29363632833.6558","32515754313.9575","35541711470.3873","39200879415.8614","45178119326.7936","55271303176.3935","71976542927.466","88003982688.6386","89023916066.8009","81825780563.8082","102517450025.753","134540322292.806","194356825709.199","250083027275.13","173720847690.773","148866911934.175","175632163244.416","184473097296.041","129440191340.197","140263673924.031","183144276294.09","222977042346.502","262709785592.711","314453895611.752","363609268789.416","503962814551.767","527318769550.83","343792780638.899","397404138184.313","480554647428.728","502010268264.169","579459682094.357","683647980782.407","724703571306.821","741559499084.745","713284260879.765","770267585947.191","866346483685.297","966735935557.751","1043394940067.71","1099073123654.95","895313142212.023","1051627949327","1170085556895.86","1186460890129.93","1260914660977.14","",
"Marshall Islands","MHL","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","31020000","34918000","41749000","45144000","43879000","55989000","62983000","70688000","72798000","78476000","82507000","91063000","99461000","108071000","120230000","110858000","106289109.336","108702067.9925","107978893.1392","110937729.4126","115152142.7373","124735071.9054","126887585.4517","131106365.5396","137744500","143615000","150041700","152785100","152116100","163917000","172956700","184358700","190914600","",
"Middle income","MIC","GDP (current US$)","NY.GDP.MKTP.CD","258395738930.155","247291714585.275","257739518198.738","274833467352.332","311516801020.517","343056406127.529","353236582391.094","363056851853.439","384490250488.798","429737044910.698","471743559354.469","508707592855.801","572935517551.898","725920615335.911","928201388444.052","1018789944255.12","1116594327918.84","1256493485071.09","1361574456923.61","1623936446315.1","1903291752172.8","2054056579223.48","2038423895021.89","2000133756070.56","2031843274009.62","2140117105407.24","2232256838844.82","2298424541072.58","2490257349535.45","2649641891925.6","3039508932630.32","3086355772517.17","3302054964426.92","3582152187405.6","3966571990634.6","4474076670732.13","4906622636345.6","5202212322308.27","5144028064181.5","5087088800966.17","5506464406083.13","5530674233239.69","5620994788693.87","6310059356213.32","7439277202882.36","8792406146028.01","10359601636389.9","12778328485184","15226237041012.3","15169318992242.8","18422513868913.3","21363536307368.9","22531014512482.8","23940004509023.1","",
"Macedonia, FYR","MKD","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4471828621.90813","4694744806.58659","2316618514.75247","2550194959.23946","3381270267.42967","4449375524.65113","4422159848.42906","3735312199.79553","3571043202.36226","3673288165.11436","3586883988.95646","3436961384.81241","3791306757.66238","4756221628.61111","5514253043.38147","5985809059.97008","6560546900.04109","8159825620.389","9834034351.06299","9313573964.98007","9338674078.31276","10395222333.7584","9576482628.00609","10195404131.453","",
"Mali","MLI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","275494477.836101","343771973.18594","339913866.756618","359772314.994898","430096741.954649","486617279.362262","563683703.008579","538747340.567246","830710613.969321","939228016.013939","1049838549.91245","1222702571.75657","1595422953.90213","1787338105.26429","1493651106.01184","1327378899.51094","1294458069.91867","1311342831.35984","1313685007.54614","1678328288.56336","1931545340.21897","1947794155.27683","2007784672.59999","2421172496.58602","2422840268.74081","2852581755.30527","2677966905.01596","1762703059.26754","2466160215.33319","2619086427.60676","2475185559.41167","2596828335.69789","2570429654.9005","2422482317.56719","2629739067.46746","3342824259.82493","4362439886.7199","4874178417.19164","5305317554.72495","6122644014.78684","7145394015.23154","8737687352.70079","8964480570.32521","9422267259.9894","10647545670.1763","10340794110.1366","10942727309.5296","",
"Malta","MLT","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","250728829.112117","264578308.927222","295106775.012466","345616069.513506","376081181.817504","474618292.692559","527936892.800231","625563347.403691","793673674.476254","1001288245.08798","1250199056.41834","1243509858.29479","1234474742.04426","1165730172.87418","1101807300.90927","1117797224.84509","1435038037.42227","1751293215.65363","2019503791.23407","2118655299.63572","2547330284.04418","2750215016.02264","3021944632.33295","2709194765.69239","2998504391.77827","3599683395.46889","3671827860.9798","3633464750.30678","3809619583.8411","3907947937.46914","3957418082.79925","3917620727.92241","4296164768.28161","5119621569.32049","5643525281.93441","5980795755.74103","6390123590.13841","7513834699.60697","8554293727.08674","8099400960.97627","8163841059.60265","9302057269.94718","8863076923.07692","9642326075.41158","",
"Myanmar","MMR","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (developing only)","MNA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","286125078719.029","292420415463.626","333105245616.986","383068658882.856","394976136014.386","402243474541.425","418299884864.374","436296223452.308","447345841901.742","438152182740.275","487798585750.398","561856996619.386","655692914174.696","763983639769.555","940383832348.337","1188252330480.1","1141554097726.04","1313802058807.8","1503541928112.86","1596371915049.16","1495674086801.22","",
"Montenegro","MNE","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","984279596.4","1159891560","1284504508.58333","1707662607.75","2073255525.20487","2257174480.78597","2696020574.58286","3673382211.86789","4538345344.90366","4158135025.80555","4114881346.94419","4501753897.55011","4045813953.48837","4416083089.99204","",
"Mongolia","MNG","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","2310099114.66667","2552401920","2725736618.66667","2098734592","2186505472","2896178858.66667","3020611584","3204461568","3576966794.66667","2560785662.91532","2379018323.22625","1317611862.77556","768401665.820307","925817089.527828","1452165052.54713","1345719435.14958","1180934217.40119","1124440238.12551","1057408608.43579","1136896162.14218","1267997923.03269","1396555772.03794","1595297301.45651","1992066758.84423","2523359940.71209","3414053250.94549","4234894168.15659","5623236707.52471","4583834427.36474","6200357070.1148","8761426370.55877","10321968594.7799","11516409581.2988","",
"Northern Mariana Islands","MNP","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","3526259828.24207","3532146140.68091","3615064966.01116","3237772708.41975","3372771556.9797","4458235938.92328","5243440029.51682","2353864264.67743","2093393433.26975","2314103709.61371","2512109516.61781","2748955274.34396","1968901449.82406","2027650517.82227","2162771442.38775","2246791389.00157","3241719358.05202","3810025425.38063","4324474009.61438","4536278939.24475","4310090791.18029","4075049537.3821","4201332885.28416","4666197195.03197","5697991242.10618","6578515330.9933","7095910826.88243","9192939073.87628","11026247458.2388","10726631099.5579","10165353591.1673","13244880034.8481","14952946846.3451","15630302813.9535","",
"Mauritania","MRT","GDP (current US$)","NY.GDP.MKTP.CD","92609243.6889684","107726205.64352","111148610.793216","113797382.615723","151897202.546491","172767212.410801","180340652.907946","191221776.831632","210695182.692288","199643447.641197","209348256.001325","227051055.184993","265009396.653643","333731886.122433","414772366.009093","475916497.69628","524407949.855849","540635401.242895","544424587.056594","644070390.586697","709041462.208777","747994670.344005","750214401.613315","788371840.318764","726937308.885277","683193876.889148","802890746.890756","909820596.846435","957377548.471449","981529430.10921","1019600785.27212","1443688869.96039","1464392416.14671","1249944999.42056","1315932644.95246","1415296704.11812","1442598431.0096","1401946853.20672","1222431503.21526","1194629230.98218","1081207677.52664","1121564037.89709","1149655880.95346","1285178265.97727","1496460378.86792","1857835643.13107","2699181754.65376","2837533270.09211","3585284791.60448","3027020496.19272","3526947608.88326","4136083638.09827","3958702640.07821","4158182904.24541","",
"Mauritius","MUS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","706988627.655376","827093630.324683","1019634978.35642","1216227805.46353","1136544231.36451","1147187567.65208","1082934402.19357","1094857359.69514","1044926097.46651","1080643202.28309","1469050658.08639","1888752207.107","2143480497.18502","2191101651.23305","2653485952.13319","2856889162.09058","3224265824.18732","3263363787.82618","3558143642.14256","4040342059.56741","4421952121.4867","4187375887.65947","4169672974.23128","4291171395.71086","4582562397.94313","4536544699.05727","4767303153.04439","5609836353.56371","6385691315.22535","6283796154.76327","6731536244.19443","7792063566.51501","9641077098.19803","8834661042.93519","9718233910.68203","11252405860.1091","11442096505.8236","11929250814.3322","",
"Malawi","MWI","GDP (current US$)","NY.GDP.MKTP.CD","162960130.465802","174580139.768776","183120146.605902","190820152.770523","194740155.908875","229460183.705713","260400208.476282","269812781.79847","245160098.113071","265800106.373203","290520116.266151","365389567.21636","406084197.385471","444302221.260027","548618789.94423","613196872.560739","670309252.98248","806265763.845459","948983346.706692","1058297637.16218","1237662106.19397","1237686924.81183","1180094061.48178","1223225049.97144","1208026105.22578","1131349973.61292","1183671770.92928","1183071377.49194","1379923808.24718","1590201669.18874","1880784193.28064","2203536041.0229","1799529368.75373","2070647130.01298","1181801915.08979","1397454123.06868","2281039098.71225","2663238981.09817","1750585204.64653","1775920039.08836","1743506286.64581","1716502069.29157","2665158942.8967","2424656666.0654","2625127097.7198","2754995876.60249","3116789657.89251","3647817218.57435","4276769712.29181","5030639934.35772","5398616984.59149","5627898036.56304","4240492848.82334","3705386789.60511","",
"Malaysia","MYS","GDP (current US$)","NY.GDP.MKTP.CD","2441020461.96574","2422724545.02623","2543810830.68455","2708474919.40261","2899751387.78472","3187851274.02843","3392767687.16149","3515850936.49868","3667209741.97392","4050763016.35468","4276665285.75357","4514334715.05719","5364357955.45827","8150688760.48274","10100863610.7616","9890359225.08049","11753574870.1705","13975278668.2126","16658322458.6295","21602645098.2363","24937045114.1549","25463038428.6775","27287163523.1103","30682563370.1165","34565849168.8384","31772244236.5624","28243103019.7412","32181695658.7954","35271881995.8247","38848565930.1651","44023808215.1766","49133851511.5406","59151684123.1795","66894448089.1039","74481194898.7163","88832454351.7055","100851389334.173","100168846973.444","72175568305.8018","79148158887.9154","93789473684.2105","92783947368.4211","100845526315.789","110202368421.053","124749736842.105","143533152129.483","162691922355.145","193552511883.591","230988518916.093","202251384991.501","247533525517.698","289548374436.865","305263811733.188","313159097400.743","",
"North America","NAC","GDP (current US$)","NY.GDP.MKTP.CD","584477920198.99","604157219440.397","647173002027.413","683353535761.531","734790505460.858","797723909391.132","875492805408.936","926623934246.798","1013409031841.72","1097952410241.71","1163848559546.37","1267131904119.63","1395546034407.52","1559891400809.92","1709277049897.75","1862814339952.81","2084247320283.98","2297736943864.6","2575375764232.49","2875319186341.13","3136550140371.7","3517487702917.98","3659238527510.32","3979308289970.79","4395573430645.17","4710699587911.9","4967027332345.78","5300517616106.76","5760032813528.38","6222840858140.11","6573207312581.42","6783893606435.66","7131127993024.47","7455354093755.09","7886665988417.84","8268152026547.75","8729845885049.51","9262433838122.35","9723763171323.22","10338249666896.5","11027736147893.7","11358197425148.8","11733968930032.8","12402638291469.2","13297770277395.5","14262747609989.7","15172109488078.2","15941367885625.9","16267270656744.9","15795345532047","16584216507764.1","17302082817932.6","17990118985562.2","18600527817154.2","",
"Namibia","NAM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","2434779477.62283","2259233333.20725","2128058580.0987","2308102953.57421","1960596972.76624","1615794945.85013","1816728871.20638","2310417134.62452","2506590439.49386","2547362838.16825","2804357081.08613","3012725712.20596","3448309729.64428","3218434944.07287","3636647702.23035","3942494510.05422","3945295658.12189","4102682849.28585","3826538589.95731","3818964345.18953","3908645559.67643","3546791604.35028","3361236316.59236","4931280096.42091","6606866456.87856","7261301442.47414","7978676469.77384","8740923997.55016","8486515516.06361","8875960840.05464","11281996426.0438","12412389467.3036","13037393422.6553","13113069776.5948","",
"New Caledonia","NCL","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","159594493.548808","164206537.561675","180036768.87301","215507164.034258","263108834.536684","358815681.903215","413634335.270097","505892512.861927","542294864.81243","637400199.110489","816647865.83143","798310509.647434","837616756.533737","846007597.720396","1047225130.24333","1182457142.60648","972563810.230325","904619629.797268","823832940.450511","796018978.4713","854823821.723177","1201262517.87644","1488113532.28584","2072735787.31779","2185072798.33184","2529310103.83608","2653781596.46008","2923764926.39718","3070161471.04451","3038727617.03901","3628440274.67","3606968433.92682","3291489840.57141","3158806480.26107","3056999988.09146","2682347064.3642","","","","","","","","","","","","","","",
"Niger","NER","GDP (current US$)","NY.GDP.MKTP.CD","449526872.565561","485785231.729353","531736599.930736","586294879.4719","582816396.216401","673383510.242124","702296079.857695","665586872.839162","641214226.839012","625867984.42818","649916621.179857","693573704.422866","742779659.455166","946385104.967731","1026137112.43707","1048690931.5406","1064517600.10051","1291458043.7403","1774365587.86851","2109277663.09748","2508524715.79516","2170893417.98129","2017612217.82752","1803099561.08393","1461243326.83775","1440581653.32328","1904097000.74963","2233006101.94476","2280356194.14559","2179567111.0004","2480673304.74309","2327986143.17193","2344987607.6248","1606581743.78497","1563207236.88226","1880803264.08886","1987770780.91155","1845599695.86304","2076737446.20658","2018193598.25387","1798374532.94855","1945327545.88815","2170481497.62212","2731416281.32537","3052898685.69525","3405134555.29166","3646727993.03698","4291363546.82479","5403364453.52777","5397121962.02425","5718589550.16349","6409169698.10695","6611341028.98716","7407418427.65768","",
"Nigeria","NGA","GDP (current US$)","NY.GDP.MKTP.CD","4196174379.57502","4467287731.99387","4909399024.98991","5165590041.59062","5552931029.14443","5874422511.54977","6366792664.14672","5203135937.28125","5200895982.08036","6634187316.25367","12545849083.0183","9181769911.50443","12274416017.7976","15162871287.1287","24846641318.1242","27778934624.6973","36308883248.731","36035407725.3219","36527862208.7133","47259911894.2731","64201788076.6283","61076493506.4935","51397461685.8238","35451565749.2355","28500815241.471","28873977228.1115","20721499308.4371","24093203444.564","23272161396.8853","24231168858.7187","30757075595.3681","27392886872.5547","29300921687.0255","15789003752.7594","18086400535.5777","28546958641.2735","34987951375","35822342617.6978","32004613750","35870792987.9432","46385996027.4279","44138014092.2627","59116868249.8401","67655840108.1547","87845403978.2742","112248324602.677","145429802541.747","166451202370.171","208064724514.151","169481270114.984","369062403181.945","411743801711.642","462979245902.413","521803314653.784","",
"Nicaragua","NIC","GDP (current US$)","NY.GDP.MKTP.CD","227223322.141537","244144236.65331","269283803.686825","297324163.095513","347119918.158577","564290020.387905","607140010.483016","657140010.7518","692859984.592478","750000002.903011","778569938.850714","828569953.494756","878570045.437846","1092900014.80582","1521400011.51419","1581599958.61092","1836899998.90966","2226999873.71582","2127699978.79397","1567599981.70113","2144300006.19137","2474700227.03085","2454499872.05091","2753100057.78253","3117599872.09613","2683699935.3204","2885799993.92179","3851200117.73784","2630900095.59203","1013184755.57026","1009455476.10732","1488804123.71134","1792800000","1756454281.21082","3863185119.04762","4140470000","4308351902.78601","4389965590.96538","4635267224.84195","4855717874.68247","5107329007.0922","5323146565.70315","5224213017.54386","5322437645.00332","5795568204.64532","6322582498.50568","6786294615.82242","7458103363.41708","8491388728.00293","8380731881.31468","8938209651.43938","9898576240.9529","10644947614.7401","11255608410.0506","",
