"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Euro area","EMU","GDP (current US$)","NY.GDP.MKTP.CD","245741450919.421","270496115416.974","300179416913.81","336754036902.061","374546581696.855","408704335407.045","445678493691.548","484134676590.19","519006777304.338","573353370033.015","642231285870.87","727910567612.333","879407647845.187","1141556650910.97","1294411575727.19","1501023595978.11","1566305023661.7","1781480905245.37","2181515799884.03","2642809324959.71","2960168733132.61","2572844902736.23","2490929538718.93","2430080590991.97","2331053677237.27","2394933251987.76","3361251647838.2","4157712144368.2","4573378950635.65","4672571279603.34","5878237400423.3","6109749005065.36","6735218389120.66","6168429961593.47","6514682501430.24","7516784981683.89","7606018514702.26","6952630218917.85","7144959601781.53","7112799426471.57","6483194259887.36","6587483934121.74","7166015385119","8842554079982.92","10139627706968.5","10520747435187.9","11168289068274.8","12860102019097.4","14100394081854.2","12894758863727.2","12632263801735.7","13620107805325.5","12662602114224.2","13193988283207.5","",
"Eritrea","ERI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","477101651.648376","467876293.706829","531688311.688312","578015625","693535954.190067","686494476.137988","745526149.49945","688921325.712043","706370812.289101","752368494.461824","729321364.095048","870247701.706937","1109054002.42096","1098425899.89884","1211161879.50862","1317974493.40894","1380188800.03147","1856695550.46865","2117039510.70194","2607739837.39837","3091967479.6748","3444097560.97561","",
"Spain","ESP","GDP (current US$)","NY.GDP.MKTP.CD","12072126075.397","13834300571.4849","16138545209.246","19074913947.7196","21343844643.7341","24756958694.9238","28721062242.1634","31647119228.1982","31475548481.4095","36038711599.541","40881655098.6451","46492797365.2695","58971806626.9739","78425934894.3461","97009800115.3735","114465300289.855","118185307386.222","132089531434.83","160163483072.917","214019077342.588","232134606637.271","202257045774.013","195464408602.151","170486866357.309","171635463361.623","180302412230.92","250638463466.793","317882187036.787","375138723325.239","413630538018.271","535101248775.71","575598537069.656","629202392003.901","523649481762.322","529121577319.588","612939685081.398","640998292394.588","588692045454.545","617041986858.225","633194118900.49","595402616546.895","625975838926.175","705145868624.13","906853273137.698","1069601981710.16","1157247674476.45","1264486722860.56","1479265709739.78","1635049580162.05","1498984446173.62","1431587612302.26","1494598106576.36","1355732589969.33","1393040177013.68","",
"Estonia","EST","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4362191345.39733","4739181428.01405","5059146979.2606","5608007342.30726","5715278960.81772","5685561595.87211","6233506400.5013","7308608834.88744","9822143179.76513","12057639751.5528","14003096552.7533","16958044845.6933","22228670168.1751","24185794095.1301","19640620154.0994","19479012423.353","22803433932.9544","22660754203.7911","24880264958.1187","",
"Ethiopia","ETH","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","7324903188.4058","7707678019.32367","8567890821.25604","8096302367.14976","9480840483.09179","9848600869.56522","10527338647.343","10908935748.7923","11476584879.2271","12175166763.285","13463868357.4879","10492993077.6093","8830712713.90781","6927950564.55657","7663984567.90123","8547939730.62374","8589211390.49612","7818224905.55071","7700833482.00615","8242392103.68061","8231326016.47494","7850809498.16803","8623691300.04079","10131187261.4421","12401139453.9738","15280861834.6024","19707616772.7996","27066912635.2228","32437389116.038","29933790334.3418","31952763089.33","43310721414.0829","47525186490.0517","",
"European Union","EUU","GDP (current US$)","NY.GDP.MKTP.CD","359355614095.971","391242400063.955","427402905066.132","470842086531.221","521801660761.678","568248255356.914","615996914739.999","661933154773.005","688010099334.174","755671110314.762","855685016281.375","967588661029.218","1158798566822.49","1470665554186.39","1654832409672.5","1934237911824.16","2002499297498.56","2267393394605.95","2776390337544.88","3388592464061.49","3866161706246.1","3416842619039.34","3289232871798.16","3187120358389","3059514640418.05","3161536776866.01","4335260058022.83","5357876059289.56","5970801585420.24","6088384091637.46","7556613853278.11","7841605945692.06","8546981900888.27","7794525724822.01","8285475308327.8","9517460790161.38","9725686942875.29","9165927129125.2","9488328476907.72","9474479254463.19","8808544629037.12","8911276745504.12","9719946209088.83","11852251677218.9","13689653026260.7","14312647594144.6","15273668674696.5","17661350374599.5","19008890167151.8","17001813534975.2","16934782699535.5","18308288302106.8","17251951436183","17958073311154.8","",
"Fragile and conflict affected situations","FCS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147933515119.674","151030460220.257","144793907287.945","143352620909.212","126553068363.344","134140317681.474","143275635796.475","154066029730.143","150023038425.37","155682535131.61","186048093213.927","170602064381.829","169730062072.293","191127966217.648","226905365048.318","276220953490.278","332785151018.896","419260246414.207","535480388757.108","472585160678.987","556081302187.517","589815678705.961","680552409572.806","713498596068.203","",
"Finland","FIN","GDP (current US$)","NY.GDP.MKTP.CD","5224102195.52771","5921659485.03284","6340580854.39073","6885920328.66187","7766655085.78588","8589340019.02985","9208524504.87684","9368954010.3132","8823033880.32993","10070766720.5011","11365953567.3839","12536710287.0134","14754136507.0261","19486826979.9284","24867278714.3532","29494515597.22","31873171718.726","33524682307.8058","36283091407.9422","44498283620.8213","53685049410.2646","52485533204.7396","52832120389.7866","51014090520.9223","52926394934.7052","55914236377.5902","73586676049.7302","91642093872.5822","109103056147.832","119064708327.56","141517648888.198","127866490222.026","112625431377.754","89255751014.885","103321570859.419","134199346405.229","132099404607.818","126833123353.568","133936359590.565","135225868314.511","125539893126.958","129250111856.823","139552983248.635","171071106094.808","196776616813.495","204430930706.86","216541409976.698","255371507758.635","283753003898.712","251483878456.439","247799815768.477","273674236772.815","255776225885.226","267328613728.338","",
"Fiji","FJI","GDP (current US$)","NY.GDP.MKTP.CD","112334368.396772","116993977.848207","122912941.205436","129461581.515562","140040154.324227","147084750.031482","150603925.515853","162625885.863484","166952937.135005","182182067.703568","219878482.173564","247749327.721267","316650508.967523","425963359.355326","558589870.903674","684268280.812751","694552411.718837","719533137.126662","829239489.844119","1019743927.24662","1202567359.4132","1235899836.18067","1194015444.01544","1123107276.30285","1177997413.63384","1141210124.82663","1290228616.82408","1177908191.97685","1109976927.91722","1182686577.22645","1337024782.22702","1383843860.1247","1531803060.54558","1635426125.30808","1825285158.11762","1970347720.96992","2129266728.42585","2093994597.21549","1656784779.545","1942170999.18765","1684109743.49338","1660102345.60309","1842691481.09196","2315935752.71653","2727507212.92556","3006725014.78415","3103099942.22992","3405050611.68726","3523185919.55826","2870624635.68032","3140508835.9485","3646423265.67031","3849824012.51467","3855017106.54936","",
"France","FRA","GDP (current US$)","NY.GDP.MKTP.CD","62651474946.6007","68346741504.4257","76313782251.6964","85551113767.3727","94906593388.3107","102160571409.274","110597467198.645","119466139619.589","129847107787.883","140725497222.277","148948860281.091","166564460755.298","204283485045.514","265381555686.506","286526186579.378","362000917852.226","373410270417.919","411464295266.114","508183139534.884","615834104224.484","703525302701.025","617589619794.81","586837009681.605","561852138738.274","532648802822.187","555197109067.017","774556302680.178","938368438284.405","1023504019381.13","1030122352457.33","1275300566196.84","1275563306592.26","1408724907063.2","1330094973361.13","1401636342155.01","1609892232882.11","1614245416078.98","1460709148123.17","1510758283299.98","1500275942893.67","1368438363736.87","1382218344519.02","1500337850555.24","1848124153498.87","2124204553215","2203623837238.22","2324892820068.39","2662975825905.46","2923573946917.03","2693665189295.46","2646837111794.78","2862680142625.14","2686722589269.73","2806427978233.99","",
"Faeroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1105688872.97039","1125684470.05533","1062339943.83343","1154899793.33878","1268445919.41429","1486861878.95624","1683997930.26322","1730894295.38595","1970135198.76236","2278229880.41222","2412859692.82674","2198138372.28824","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","106500000","","","112210000","116700000","124700000","135200000","147200000","166200000","178100000","198400000","202500000","222103600","218845700","206900300","219646200","220660500","233226300","240051900","241543400","244991000","239563300","249845600","252991200","255890800","261339600","277510900","294117200","310287500","326161000","316245700","",
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD","141468977.521066","167637907.544815","182796536.614163","154480244.361122","215679855.207217","226474285.587109","245849781.7159","271543680.279285","294468564.534369","318124701.048949","323802475.480977","381687073.058558","430508357.723916","722780701.123251","1544216003.9841","2157592936.60712","3009409970.90514","2809349074.17738","2389479269.18878","3030251116.35999","4279637933.85126","3862269126.92642","3618007844.44919","3391275731.31834","3561451562.23569","3339914759.37269","3403638193.57912","3281797038.70584","3834503378.28811","4186411457.4569","5952293765.84484","5402919788.23153","5592390832.66829","4378645081.01769","4190819346.82143","4958845649.02823","5694039999.86528","5326817111.31062","4483417313.11823","4662991794.05396","5067865502.79988","4712849279.64923","4931503836.34766","6054883172.03912","7178135606.41428","8665736617.5506","9545982814.08494","11570860872.2274","15685389826.8882","12031268402.3877","14569527124.6199","18796191833.0851","17843815459.3005","19343506598.656","",
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD","72328047042.1588","76694360635.9159","80601939635.2483","85443766670.4279","93387598813.9269","100595782309.165","107090721447.057","111185383409.521","104702736248.084","112676874821.987","130596349412.047","147735304940.375","169739454295.704","191551239833.415","206919332865.825","247414986504.425","237713758670.261","268474780219.78","340235585618.408","442115137653.537","567100215198.699","538970579581.994","513778819182.39","487323139608.913","459229224394.786","485849332520.534","596948154646.731","733111416081.059","890702327641.409","899362902159.686","1066688571555.4","1116031344620.81","1157648104247.1","1043142283593.28","1130232675696.36","1235567303140.29","1304507020280.81","1438736083824.49","1529138787678.04","1558317424364.99","1548663943107.88","1529094573197.06","1674416966426.86","1943714285714.29","2298126991101.83","2412116400352.73","2582815892447.53","2963265224452.5","2791855193222.01","2308925879444.72","2407933767804.59","2591846114476.31","2614946487602.81","2678454886796.67","",
"Georgia","GEO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7753501867.76095","6353861165.29271","3690615907.04546","2701180603.9004","2513870619.64754","2693731857.8214","3094915500.59723","3510540809.24855","3613500125.91588","2800024318.56163","3057453475.85664","3219487818.31957","3395778679.6066","3991374548.50512","5125273871.83724","6411147328.44781","7761900166.04593","10172260744.6426","12799337247.5341","10766836276.5639","11638536834.4274","14434619982.2117","15846474595.773","16140047012.1438","",
"Ghana","GHA","GDP (current US$)","NY.GDP.MKTP.CD","1217230094.97205","1302674324.88378","1382515654.47343","1540797588.57221","1731296199.52296","2053462968.0426","2126300672.22965","1747187644.9031","1666909517.65205","1962050555.7775","2215028588.45646","2417108577.52739","2112293279.98507","2465493032.25878","2894409912.1709","2810106390.10618","2765254360.20623","3189428571.42857","3662478172.79996","4020227931.15097","4445228057.45354","4222441673.17049","4035994383.38367","4057275077.68156","4412279865.40315","4504342152.98679","5727602648.75537","5074829931.97279","5197840972.6857","5251764269.91812","5889174833.90034","6603130039.87292","6416079341.97329","5968905678.89099","5446370114.57708","6464389656.21299","6932984635.632","6891433840.90915","7482072380.2381","7718110780.94815","4982849054.0291","5314871683.5223","6166197191.76694","7632720680.28119","8881419348.21705","10731883141.4457","20410331625.6634","24757553101.6266","28528014620.7354","25978508375.9228","32174839712.7933","39564771637.3979","41740926505.1183","48137027487.1795","",
"Guinea","GIN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","1922600899.3841","2041538057.02893","2384295763.72549","2432029380.43694","2666616176.91609","3014890569.04099","3284625277.16186","3279063317.63475","3383218922.79336","3693753379.05992","3869032270.91633","3783788551.0819","3588375984.48374","3461282189.69643","2995360969.17427","2833442750.41891","2949637039.06356","3446442218.89829","3666349049.40435","2937072009.0343","2821346683.51402","4134173271.02084","4515824643.35047","4609923720.17795","4735956475.83382","5067360041.10404","5651088170.28606","6144131903.01383","",
"Gambia, The","GMB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","44212088.4188291","46695008.7660868","41160065.8347022","45168072.2454283","52296083.64654","55728655.7957709","59160575.5095456","75187768.3495329","95796033.6554112","115179737.736179","112190822.646033","138093106.277641","171833061.578461","207112649.702942","241083112.728768","218767720.450751","216050534.814986","213448615.748728","177340913.050244","225726370.227358","185646984.458794","220626480.938017","266672202.480435","284120331.64738","317083688.199874","690311093.172052","714254263.103249","755040935.022498","746493955.008434","785999879.720691","848239405.565637","803633368.735802","840285264.631545","814724055.898334","782913865.987568","687410630.457292","578235309.327198","487038679.355229","578785599.995561","624173995.611616","655068112.439639","798869803.525315","965771304.075503","900641059.324369","951827284.917949","904256027.71351","912427787.395989","903497025.655483","",
"Guinea-Bissau","GNB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","78733538.8063883","78540000","87702857.1428572","89374185.136897","98775303.6437247","108985752.23376","112386559.139785","114971282.179455","122666792.285524","118537824.773414","110653830.726033","154731969.69697","165523634.49692","163577538.330494","138478900.626886","143856253.125","130225018.751674","173836362.010107","164458120.314078","213143016.443434","243961995.509711","257150573.214575","226313492.707039","236880813.824506","235619994.764252","253966919.93609","270419779.418107","268551010.939623","206457553.398034","224446652.144832","370173851.945686","392278164.416457","415843479.843865","476388249.275291","531109346.810712","586791836.059541","591829897.548303","695606313.878293","864107768.265095","825796952.67436","847491366.886774","1103652041.22031","958857944.221004","960778479.475346","",
"Equatorial Guinea","GNQ","GDP (current US$)","NY.GDP.MKTP.CD","","","9122751.67862188","10840095.2882258","12712471.4162862","64748333.3333333","69110000","72317446.9327193","67514285.7142857","67225714.2857143","66331428.5714286","64946954.756798","65429198.238708","81203226.9138345","94159862.7073691","104295643.388437","103653049.93797","103987520.075827","","","50642880.7737503","36731422.8456914","44294647.733479","44442456.94764","50320914.4065688","62118570.0053235","76407395.9710488","93345859.4050323","100534656.942699","88265974.7260518","112119411.508746","110906028.612022","134707183.973556","136047906.00517","100807002.602709","141853360.895902","232463022.679122","442337870.426546","370687634.697573","621117853.413296","1045998534.00361","1461139007.93716","1806742732.9109","2484745875.82124","4410764260.97786","8217368425.25252","8081982438.42333","10201201021.9118","15439740345.2575","9364826470.14287","11582917790.3046","15725711943.066","16496531232.9983","15580563835.9242","",
"Greece","GRC","GDP (current US$)","NY.GDP.MKTP.CD","4446528164.67559","5016048786.22753","5327573509.09843","5949478034.88751","6680298250.57961","7600579093.1158","8455611129.27936","9136711287.82434","9915140546.35072","11266091570.5718","13188347727.2727","14645597727.2727","16947813636.3636","22430307249.7123","25444850000","28631130712.0085","31267791977.6119","36309721554.1166","44433557513.9147","54682910763.5695","57039361310.9512","52539662976.6298","54819528061.2245","49611261996.904","48197215840.3869","47997306686.4051","56587630963.9727","65895005787.6195","76542677876.5313","79461172471.6744","98252302880.4815","105531204337.259","116653534858.777","109210557372.176","117032055337.079","137383438740.991","146558607021.518","143310869836.516","144918713248.011","142998082250.16","130580431177.446","136006263982.103","152714097496.706","201547404063.205","239659036585.896","247665771277.919","273265389114.638","318668286256.865","354628633541.01","329837035755.546","299598056253.272","288803062127.739","249525371463.234","242230333768.932","",
"Grenada","GRD","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","53322221.2805178","67548146.9552048","78314813.4317253","83614813.3381239","87888887.3367152","95229627.9478137","101211109.323658","110099998.055564","128211108.846821","144011108.567783","167229626.676248","184533330.074357","213066662.903774","221070366.466127","241570366.104084","250914810.383499","250259254.839521","261777773.154616","276296291.416728","294651846.648113","304940735.355293","340814808.795808","379629400.70291","520044361.186056","520444175.99381","540336916.383232","591018396.969646","599118582.011777","695370284.015614","698700654.327168","758683579.193757","825977874.301594","771278097.489849","771015875.272257","778648652.915236","799882134.02172","835581688.946799","",
"Greenland","GRL","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","69520029.2730826","88570999.351486","106101302.474152","140153753.721821","169918944.063056","211192463.686328","240779415.675002","282269773.042773","355987428.402836","420645794.968404","476051769.013942","435749013.870185","402403057.151259","416184086.23097","379371913.715958","412876395.826869","603016317.536303","787390447.323345","898607670.624413","929799902.191124","1018977225.44427","1016500016.28505","1037916105.23293","927214127.934317","1005887592.03539","1208953358.99709","1197515637.92052","1072154406.78905","1149858126.95747","1131555107.04907","1068024993.98697","1086170638.72901","1169136691.35372","1426452030.10471","1644951892.18151","1702543476.55709","1738432116.43728","2121759848.4242","1739579593.56673","1267711816.12426","","","","","",
"Guatemala","GTM","GDP (current US$)","NY.GDP.MKTP.CD","1043599936","1076699904","1143600000","1262800000","1299099904","1331399936","1390700032","1453500032","1610499968","1715399936","1904000000","1984800000","2101299968","2569200128","3161499904","3645900032","4365300224","5480500224","6070600192","6902600192","7878700032","8607500288","8716999680","9050000384","9470000128","9721652291.98458","7231963339.80992","7084399820.8","7841603176.10698","8410724409.21075","7650125576.4628","9406097461.10554","10440842291.647","11399942820.3849","12983235118.703","14656917900.1721","15781579950.4132","17788657193.8986","19393672243.9406","18317089473.0904","19290566570.0483","18702820735.0173","20776536919.9593","21917565499.915","23965280312.0871","27211243473.2261","30231117389.6402","34113093453.9246","39136507936.5079","37733655165.6538","41337958251.632","47654841112.8523","50388454861.1111","53796709474.5953","",
"Guam","GUM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP (current US$)","NY.GDP.MKTP.CD","170216238.857225","185849532.898944","194949510.027706","175757891.595894","194774510.467537","213235288.136558","228705875.937914","250176463.570974","229750000","249300000","267800000","282050000","285380965.340976","307047632.991592","433954536.048833","494791647.005413","454440000","449880000","507080000","530440000","603200000","570357116.855982","482000000","489333333.333333","437631610.754711","453488351.977666","504651117.150102","354591840.037446","413799990","379779379.053357","396582263.291139","336708410.308116","368281383.388912","442273443.546171","540874922.265948","621626785.915493","705406032.09015","749138004.427072","717530696.5536","694754983.970153","712667925.33978","696281468.774584","722460911.811326","741929342.788749","785918769.587635","824880550.343965","1458449057.88559","1740334781.83731","1922598121.23066","2025565089.48272","2259288396.24467","2576602497.33479","2851154075.95385","2990128820.97983","",
"High income","HIC","GDP (current US$)","NY.GDP.MKTP.CD","1092285481954.92","1156110761063.19","1248209395602.71","1343241373084.48","1466842558870.47","1592786705375.59","1746793794155.69","1873242602714.54","2029049956701.98","2227040089865.25","2445963582256.42","2714694390462.1","3149284604947.31","3808768149300.92","4298117055050.19","4800117178728.07","5228014739988.54","5918773585131.8","7085329421612.75","8192600677874.76","9150557598539.2","9287540481031.01","9200466669744.84","9497346218607.66","9904677721205.46","10409625734875.3","12631133074877.2","14619402344317.3","16458344978225.2","17238587675059.4","19337020250232.7","20405556118667.7","21864599021687.5","22028825208114.8","23543722890817","25972775910637.7","26183710719606.5","25793213735885.6","25722857002787.1","26932900636833.8","27542294680081.9","27333039728802.4","28518880261954.6","32034382450230.7","35764624740362.1","37940430967008.3","40251927703614.1","44234121418366.3","47263244673120.4","43978496311634.2","46366497466187.6","50265968061268.8","50442681355620.2","51091047558548","",
"Hong Kong SAR, China","HKG","GDP (current US$)","NY.GDP.MKTP.CD","1320799754.74012","1530754830.57744","1724850872.90526","1975045361.74003","2274710604.16573","2435078534.03141","2489845016.64894","2692474989.12571","2716964388.42418","3189740055.13982","3800766535.62088","4476001946.01486","5710107420.14394","8030117555.62033","9388663645.7588","10048022369.9141","12876366008.8077","15719433719.4337","18315007365.9713","22526035940.5921","28861759209.0191","31055409443.043","32291306281.8168","29907091339.5364","33511383985.6741","35699543050.7778","41075570591.9291","50622571586.1149","59707404560.5944","68790369107.2962","76928290841.8701","88959620135.8864","104272278634.731","120353947980.764","135812069768.646","144652912433.103","159717233621.659","177352785419.977","168886163221.567","165768095391.557","171668164082.555","169403241524.337","166349228737.386","161384522525.299","169099768875.193","181570082162.19","193536265094.364","211597405593.868","219279678430.164","214046415026.187","228637697575.04","248514003083.248","262630086122.428","274012815223.557","",
"Honduras","HND","GDP (current US$)","NY.GDP.MKTP.CD","335649984","356200000","387750016","410200000","457000000","508650000","549950016","598099984","646800016","668000032","723000000","731000000","802999968","912499968","1034500000","1124000000","1347999936","1669499968","1929499968","2251499968","2566000032","2819500000","2903500032","3076999968","3319000000","3639499936","3808500032","4152499968","3970386396.10149","3563448320","3048896180.84277","3068462060.1236","3419474978.86812","3481990761.34498","3432356578.82219","3911053180.39625","4034037162.16216","4663193916.34981","5202215657.31167","5372543554.00697","7105529646.90207","7566517571.88498","7776459963.87718","8140294079.50891","8772197584.64208","9672006169.12994","10841723354.4201","12275491272.9738","13789720387.3904","14587485644.4263","15839344591.9842","17710325578.4449","18564264544.5129","18550026034.7589","",
"Heavily indebted poor countries (HIPC)","HPC","GDP (current US$)","NY.GDP.MKTP.CD","17536780855.3164","17998664577.1447","19618697656.0745","23762975491.5044","21155739411.069","24753526199.8489","27005322604.2383","26428616748.2702","27640682414.1101","30832911095.2375","32291977149.327","34805818799.4122","37751765347.6752","45757864626.4391","55632283291.0892","63175967132.2712","67287782706.1648","79004633961.4812","91924140860.7043","101625310385.178","107546708578.773","106960484341.87","107085632890.5","101426485238.519","101374629932.561","105873459298.758","121371770386.72","133965252624.339","133065108364.427","128126507836.315","130291261312.225","133441255118.173","122228543606.355","124274709936.695","110488313451.913","126428581150.438","132696095717.028","138901334454.27","143025333498.101","142110930974.314","153886456919.201","145792906160.875","157551880542.189","179173356433.83","206564174084.476","237060115359.928","283321548164.428","343704668563.36","414118525468.667","416658997049.378","461550664650.938","515340876005.6","553348023130.285","599028351419.345","",
"Croatia","HRV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22387561845.2244","23678012697.3612","23822087053.2091","25432144406.2043","23386945596.6928","21774273832.1031","23289671102.3197","26878499206.0165","34658113497.39","41574530815.5047","45416358501.9835","50436294494.5014","60065225493.8502","70461454280.1556","62636688809.4021","59643818181.8182","62241414803.0317","56479515971.9018","57868674297.5337","",
"Haiti","HTI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3476346281.35777","2111405825.68328","1806285587.04556","2124933516.02791","2695499730.33928","2970865202.66312","3242667331.21432","3757500381.22703","4088703119.65814","3664503845.56892","3507981945.53618","3214632478.63248","2826481071.96147","3660483885.68707","4154289832.39201","4879738635.95586","5885325589.97642","6548530572.35291","6584649419.28348","6622541528.56888","7516834160.25277","7890216507.68913","8459326659.75657","",
"Hungary","HUN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34559392150.9333","38514171469.6263","39900742711.9043","42925508500.6261","46166297229.219","46448783683.4519","47070176268.2524","48548470549.8246","48965869805.8509","47110416254.4482","53533393254.505","67366285758.6061","84738408726.1486","103156817854.868","111890070522.215","114238447644.85","138580119899.615","156578897625.596","129359841851.653","129585601615.851","139439620999.229","126824840351.689","133423898611.949","",
"Indonesia","IDN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","5980840376.48039","7467363478.72631","8798957442.33129","9656740013.9726","9849117952.69347","11605084559.759","17171181163.3735","27227710999.5181","32147953007.7108","39328674729.6386","48396143465.5422","54298158339.598","55122620334.4408","78013206037.493","92473878831.7316","94715163814.3197","85369201879.1285","87612439197.2643","87338874330.1103","80060657611.9213","75929617715.0289","88787623309.6831","101455197785.758","114426498045.009","128167999846.499","139116270052.461","158006849878.896","176892148243.48","202132032844.145","227369671349.342","215748854646.718","95445548017.3581","140001352527.222","165021012261.509","160446947638.313","195660611033.849","234772458818.096","256836883304.553","285868603863.929","364570525997.053","432216737774.861","510244548959.97","539579955780.062","709190823319.754","845931645338.695","876719347689.155","868345652474.898","",
"Isle of Man","IMN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","914727080.643268","1023086918.62768","1180919719.40764","1382548249.78303","1567465656.8505","1563667799.61578","1614595290.9182","1897606791.43353","2264911806.90354","2758117365.04863","2915710378.28299","3437450711.55028","4075664785.25458","","","","","","","",
"India","IND","GDP (current US$)","NY.GDP.MKTP.CD","37679274491.2745","39920452403.4524","42900864969.865","49271095508.0955","57470781032.781","60599264111.7178","46669801600","51014155360","54016411986.6667","59472993626.6667","63517182000","68532271313.2286","72716595884.3123","87014945186.3156","101271489826.241","100199514365.231","104518118776.804","123617837582.482","139708688961.553","155674337010.019","189594121351.874","196883474523.345","204234366470.486","222090283347.207","215878233650.679","236589100981.279","253352444883.275","283926977522.458","301790951204.236","301233728792.842","326608014285.316","274842348144.095","293262352360.098","284193716756.826","333014463393.078","366599645609.605","399786888514.355","423160419439.337","428741030147.44","466867079642.314","476609148165.173","493954333981.336","523968561883.923","618356467437.027","721585608183.523","834215013605.932","949116769619.554","1238700195645.05","1224097069459.66","1365372433341.29","1708458876829.92","1843016600064.69","1835818207214.96","1875141481990.8","",
"Not classified","INX","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP (current US$)","NY.GDP.MKTP.CD","1939329775.43739","2088012282.35667","2260349684.08625","2430843768.44553","2766608945.87402","2945704142.99765","3104034393.23162","3343636773.36759","3278584478.33023","3787077343.72783","4391605367.60537","5093158873.13147","6311752163.65067","7473702681.84449","7888974406.18671","9474337979.09408","9444316303.42485","11237107981.8656","14633369072.7877","18301041747.2598","21726139828.4512","20649549626.0616","21453309970.9367","20745312126.8474","20086571282.2264","21248773965.187","28685898579.9067","33886647354.8689","37735178884.2232","39199211072.6644","49256398072.1636","49737787045.2529","55862700254.5893","52365135829.7476","57040641342.7562","69070783964.6465","75695885206.6532","82654657115.5683","89810328137.2659","98541501704.6665","99317573705.5464","108455236062.64","127215402503.294","163476060045.147","193043112998.454","210357750335.771","230522874774.324","269283397854.613","273732372421.715","233542426994.212","218435251789.115","237771734260.43","221966026813.525","232077419239.968","",
"Iran, Islamic Rep.","IRN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","6154739684.9637","6706096864.73927","7425389720.07921","8447898397.57096","9482344576.42244","10588052395.5116","13203457892.5413","16346614631.9208","25789290844.8751","44331002245.915","48942018416.6432","63626810882.7626","74816947678.8832","73033383215.7233","86168280190.0583","90041228621.614","97085719579.1484","121526715239.237","147222717993.254","153067404656.379","170673002206.268","198775373326.423","127851925591.666","116305831422.606","114003085003.894","116035029649.097","","","60088309490.6234","67128216022.6715","90829495171.4392","110573439131.013","105298720965.1","102661888397.335","104656040167.701","101286514977.457","115438386681.929","116420833373.676","135409681532.108","163226579221.096","192014940324.054","222880533511.287","286057933325.518","355988367221.614","362661111280.071","422567967404.512","528426099488.522","502729273637.903","368904351626.505","",
